policy	arm_pulled	reward	regret
UCB	109494	0	0.0280363
UCB	109494	0	0.0416231
UCB	109494	0	0.0416231
UCB	109494	0	0.000777971
UCB	109494	0	0.000777971
UCB	109513	0	0.0253484
UCB	109508	0	0.00529508
UCB	109498	0	0.0114467
UCB	109515	0	0.0686491
UCB	109519	0	0.0721313
UCB	109494	0	0.00779588
UCB	109514	0	0.00686383
UCB	109510	0	0
UCB	109501	0	0.0254296
UCB	109473	0	0.00573678
UCB	109512	0	0.0417992
UCB	109492	0	0.0635443
UCB	109511	0	0.0471463
UCB	109503	0	0.0128271
UCB	109513	0	0
UCB	109508	0	0.00259729
UCB	109502	0	0.00258942
UCB	109453	0	0.0100525
UCB	109520	0	0.0329977
UCB	109509	0	0.0603849
UCB	109506	0	0.017657
UCB	109495	0	0.0527603
UCB	109494	0	0.000777971
UCB	109498	0	0.0555823
UCB	109510	0	0.0444721
UCB	109514	0	0.00981706
UCB	109519	0	0.0860854
UCB	109515	0	0.0761093
UCB	109508	0	0.00259729
UCB	109513	0	0.00236036
UCB	109512	0	0.0160612
UCB	109503	0	0
UCB	109511	0	0.0149766
UCB	109501	0	0.0254296
UCB	109473	0	0.0360353
UCB	109492	0	0.0380704
UCB	109453	0	0.0380794
UCB	109502	0	0.0360025
UCB	109509	0	0.0157951
UCB	109520	0	0.0582816
UCB	109494	0	0.00779588
UCB	109506	0	0.0430702
UCB	109495	0	0.0512491
UCB	109514	0	0.0284807
UCB	109510	0	0.0350307
UCB	109498	0	0.053894
UCB	109508	0	0.00529508
UCB	109513	0	0
UCB	109512	0	0.00707958
UCB	109511	0	0.0149766
UCB	109503	0	0.0128271
UCB	109473	0	0.00573678
UCB	109501	0	0.0101947
UCB	109519	0	0.0353085
UCB	109515	0	0.00884482
UCB	109494	0	0.00779588
UCB	109509	0	0.0157951
UCB	109520	0	0.0329977
UCB	109492	0	0.0635443
UCB	109453	0	0.0380794
UCB	109502	0	0.00258942
UCB	109508	0	0.0165401
UCB	109514	0	0.00686383
UCB	109510	0	0.0243702
UCB	109513	0	0
UCB	109498	0	0.0114467
UCB	109495	0	0.0104911
UCB	109506	0	0.017657
UCB	109512	0	0.0458757
UCB	109511	0	0.0176941
UCB	109503	0	0
UCB	109508	0	0.0159609
UCB	109473	0	0.00573678
UCB	109494	0	0.00779588
UCB	109513	1	0.00455959
UCB	109513	0	0
UCB	109513	0	0
UCB	109513	0	0.00236036
UCB	109513	0	0.052577
UCB	109513	0	0.0253484
UCB	109513	0	0.00236036
UCB	109513	0	0.0253484
UCB	109513	0	0.00236036
UCB	109513	0	0.00455959
UCB	109513	0	0.00455959
UCB	109513	0	0
UCB	109501	0	0.0394259
UCB	109520	0	0.0394644
UCB	109509	0	0.0157951
UCB	109514	0	0.018903
UCB	109510	0	0.0350307
UCB	109502	0	0.00753377
UCB	109453	0	0.0380794
UCB	109519	0	0.0721313
UCB	109515	0	0.0761093
UCB	109492	0	0.0773944
UCB	109498	0	0.0555823
UCB	109512	0	0.0160612
UCB	109511	0	0.0149766
UCB	109503	0	0.0128271
UCB	109508	0	0.0159609
UCB	109506	0	0.0430702
UCB	109495	0	0.0512491
UCB	109513	0	0.052577
UCB	109494	0	0.0280363
UCB	109473	0	0.0172018
UCB	109514	0	0.00686383
UCB	109510	0	0
UCB	109509	0	0.0148986
UCB	109520	0	0.00721401
UCB	109501	0	0.0101947
UCB	109502	0	0.0392914
UCB	109453	0	0.0380794
UCB	109508	0	0.00529508
UCB	109492	0	0.0132199
UCB	109513	0	0.00236036
UCB	109515	0	0.0385284
UCB	109519	0	0.0525618
UCB	109503	0	0
UCB	109511	0	0.0471463
UCB	109512	0	0.0417992
UCB	109498	0	0.0555823
UCB	109494	0	0.00779588
UCB	109506	0	0.0126482
UCB	109495	0	0.0672162
UCB	109510	0	0.00864214
UCB	109514	0	0.00686383
UCB	109473	0	0.0172018
UCB	109508	0	0.00259729
UCB	109509	0	0.0148986
UCB	109520	0	0.00721401
UCB	109513	0	0.00236036
UCB	109501	0	0.0254296
UCB	109502	0	0.00753377
UCB	109453	0	0.00666611
UCB	109511	0	0.0149766
UCB	109503	0	0
UCB	109512	0	0.0458757
UCB	109494	0	0.00779588
UCB	109492	0	0.0809678
UCB	109498	0	0.0237137
UCB	109508	0	0.0159609
UCB	109519	0	0.0721313
UCB	109515	0	0.0385284
UCB	109510	0	0.0350307
UCB	109514	0	0.0284807
UCB	109495	0	0.0288989
UCB	109506	0	0.0448069
UCB	109473	0	0.00573678
UCB	109513	0	0.00455959
UCB	109509	0	0.0157951
UCB	109520	0	0.00721401
UCB	109494	0	0.0280363
UCB	109503	0	0
UCB	109511	0	0.0176941
UCB	109501	1	0.0569228
UCB	109501	0	0.0394259
UCB	109501	0	0.0101947
UCB	109501	0	0.0101947
UCB	109501	0	0.0569228
UCB	109501	0	0.0394259
UCB	109501	0	0.0254296
UCB	109501	0	0.0101947
UCB	109501	0	0.0101947
UCB	109501	0	0.0101947
UCB	109501	0	0.0569228
UCB	109501	0	0.0627377
UCB	109501	0	0.0101947
UCB	109501	0	0.0101947
UCB	109512	0	0.0417992
UCB	109453	0	0.0380794
UCB	109502	0	0.0389584
UCB	109508	0	0.0159609
UCB	109492	0	0.0380704
UCB	109498	0	0.0483074
UCB	109510	1	0.0444721
UCB	109510	0	0
UCB	109510	0	0.00864214
UCB	109510	0	0.0350307
UCB	109510	0	0.0350307
UCB	109510	0	0.00864214
UCB	109510	0	0
UCB	109510	0	0
UCB	109510	0	0.0444721
UCB	109510	0	0.0350307
UCB	109510	0	0.00864214
UCB	109510	0	0.00864214
UCB	109514	0	0.00981706
UCB	109513	0	0.052577
UCB	109510	0	0
UCB	109473	0	0.0513396
UCB	109515	0	0.00884482
UCB	109519	0	0.0133459
UCB	109520	0	0.0329977
UCB	109509	0	0.0148986
UCB	109495	0	0.0512491
UCB	109506	0	0.0126482
UCB	109494	0	0.0280363
UCB	109508	0	0.00529508
UCB	109503	0	0
UCB	109511	0	0.0132455
UCB	109512	0	0.00707958
UCB	109501	0	0.0101947
UCB	109453	0	0.0380794
UCB	109502	0	0.00753377
UCB	109513	0	0
UCB	109514	0	0.00981706
UCB	109498	0	0.0483074
UCB	109492	0	0.0380704
UCB	109510	0	0
UCB	109508	0	0.00529508
UCB	109473	0	0.0360353
UCB	109509	0	0.0148986
UCB	109520	0	0.0162313
UCB	109494	0	0.0201774
UCB	109511	0	0.0176941
UCB	109503	0	0.0128271
UCB	109495	0	0.0104911
UCB	109506	0	0.0126482
UCB	109513	0	0.0253484
UCB	109512	0	0.0160612
UCB	109515	0	0.0686491
UCB	109519	0	0.0133459
UCB	109514	0	0.00981706
UCB	109501	0	0.0627377
UCB	109502	0	0.00258942
UCB	109453	0	0.0177105
UCB	109510	0	0
UCB	109508	0	0.00529508
UCB	109498	0	0.0483074
UCB	109492	0	0.0380704
UCB	109494	0	0.00779588
UCB	109520	0	0.0582816
UCB	109509	0	0.0148986
UCB	109513	0	0.00455959
UCB	109473	0	0.00573678
UCB	109511	0	0.0176941
UCB	109503	0	0.0128271
UCB	109512	0	0.0417992
UCB	109514	0	0.00686383
UCB	109508	1	0.0165401
UCB	109508	0	0.00529508
UCB	109508	0	0.0165401
UCB	109508	0	0.00259729
UCB	109508	0	0.00529508
UCB	109508	0	0.00259729
UCB	109508	0	0.0159609
UCB	109508	0	0.0165401
UCB	109508	0	0.00259729
UCB	109508	0	0.0159609
UCB	109508	0	0.0159609
UCB	109508	0	0.00529508
UCB	109495	0	0.0288989
UCB	109506	0	0.017657
UCB	109510	0	0.0444721
UCB	109501	0	0.0254296
UCB	109515	0	0.00884482
UCB	109519	0	0.0133459
UCB	109502	0	0.00753377
UCB	109453	0	0.00666611
UCB	109498	0	0.0237137
UCB	109494	0	0.0280363
UCB	109513	0	0.0253484
UCB	109520	0	0.0162313
UCB	109509	0	0.0603849
UCB	109492	0	0.0380704
UCB	109503	0	0.0128271
UCB	109511	0	0.0149766
UCB	109473	0	0.0558866
UCB	109508	0	0.0159609
UCB	109512	0	0.0387683
UCB	109514	0	0.0284807
UCB	109510	0	0.0243702
UCB	109513	0	0
UCB	109495	0	0.0527603
UCB	109506	1	0.0448069
UCB	109506	0	0.0448069
UCB	109506	0	0.0126482
UCB	109506	0	0.0430702
UCB	109506	0	0.017657
UCB	109506	0	0.0430702
UCB	109506	0	0.0448069
UCB	109506	0	0.0448069
UCB	109506	0	0.0448069
UCB	109506	0	0.017657
UCB	109506	0	0.0448069
UCB	109506	0	0.0448069
UCB	109506	0	0.0126482
UCB	109506	0	0.0126482
UCB	109494	0	0.000777971
UCB	109501	0	0.0254296
UCB	109453	0	0.0380794
UCB	109502	0	0.00753377
UCB	109498	0	0.0114467
UCB	109508	0	0.0159609
UCB	109515	0	0.073355
UCB	109519	0	0.0525618
UCB	109509	0	0.0157951
UCB	109520	0	0.0162313
UCB	109503	0	0.0128271
UCB	109511	1	0.0176941
UCB	109511	0	0.0176941
UCB	109511	0	0.0176941
UCB	109511	0	0.0176941
UCB	109511	0	0.0149766
UCB	109511	0	0.0149766
UCB	109511	0	0.00324998
UCB	109511	0	0.0176941
UCB	109511	0	0.00324998
UCB	109511	0	0.0149766
UCB	109511	0	0.0176941
UCB	109511	0	0.00324998
UCB	109511	0	0.00324998
UCB	109473	0	0.0360353
UCB	109512	0	0.0160612
UCB	109514	0	0.00686383
UCB	109506	0	0.0126482
UCB	109492	0	0.0773944
UCB	109510	0	0.00864214
UCB	109513	0	0
UCB	109494	0	0.0416231
UCB	109508	0	0.00529508
UCB	109453	0	0.0177105
UCB	109502	0	0.0389584
UCB	109495	0	0.0527603
UCB	109501	0	0.0101947
UCB	109498	0	0.0237137
UCB	109511	0	0.0176941
UCB	109503	0	0.0353478
UCB	109509	0	0.0148986
UCB	109520	0	0.0394644
UCB	109514	0	0.00686383
UCB	109512	0	0.0417992
UCB	109513	0	0.0253484
UCB	109515	0	0.0686491
UCB	109519	0	0.0525618
UCB	109473	0	0.0558866
UCB	109510	0	0.0350307
UCB	109508	0	0.0165401
UCB	109506	0	0.0126482
UCB	109492	0	0.0635443
UCB	109494	0	0.0280363
UCB	109511	0	0.0471463
UCB	109453	0	0.0380794
UCB	109502	0	0.0389584
UCB	109501	0	0.0569228
UCB	109503	0	0
UCB	109513	0	0.0253484
UCB	109514	0	0.00686383
UCB	109495	0	0.0527603
UCB	109498	0	0.0114467
UCB	109520	0	0.00721401
UCB	109509	0	0.0603849
UCB	109508	0	0.0159609
UCB	109512	0	0.0417992
UCB	109510	0	0.0350307
UCB	109473	1	0.0172018
UCB	109473	0	0.0558866
UCB	109473	0	0.0172018
UCB	109473	0	0.0513396
UCB	109473	0	0.0172018
UCB	109473	0	0.00573678
UCB	109473	0	0.00573678
UCB	109473	0	0.0172018
UCB	109473	0	0.0513396
UCB	109473	0	0.0172018
UCB	109473	0	0.0513396
UCB	109473	0	0.0172018
UCB	109473	0	0.00573678
UCB	109494	0	0.00779588
UCB	109515	0	0.0686491
UCB	109519	0	0.0133459
UCB	109492	0	0.0809678
UCB	109506	1	0.017657
UCB	109506	0	0.0448069
UCB	109506	0	0.017657
UCB	109506	0	0.017657
UCB	109506	0	0.017657
UCB	109506	0	0.0428681
UCB	109506	0	0.017657
UCB	109506	0	0.0428681
UCB	109506	0	0.0126482
UCB	109506	0	0.0126482
UCB	109506	0	0.0126482
UCB	109506	0	0.0430702
UCB	109506	0	0.0448069
UCB	109506	0	0.0428681
UCB	109473	0	0.0513396
UCB	109513	0	0.00455959
UCB	109511	0	0.00324998
UCB	109508	0	0.00529508
UCB	109514	0	0.00981706
UCB	109503	0	0
UCB	109453	0	0.00666611
UCB	109502	0	0.00753377
UCB	109510	0	0.0444721
UCB	109501	0	0.0569228
UCB	109512	0	0.00707958
UCB	109498	0	0.0483074
UCB	109509	0	0.0148986
UCB	109520	0	0.0394644
UCB	109495	0	0.0104911
UCB	109494	0	0.00779588
UCB	109506	0	0.0430702
UCB	109513	0	0.00236036
UCB	109508	0	0.0165401
UCB	109473	0	0.0513396
UCB	109492	0	0.0635443
UCB	109511	0	0.0149766
UCB	109519	0	0.0721313
UCB	109515	0	0.0686491
UCB	109514	0	0.00686383
UCB	109503	0	0
UCB	109510	0	0.0350307
UCB	109512	0	0.0417992
UCB	109502	0	0.0392914
UCB	109453	0	0.0380794
UCB	109494	0	0.0416231
UCB	109509	1	0.0174353
UCB	109509	0	0.0157951
UCB	109509	0	0.0148986
UCB	109509	0	0.0157951
UCB	109509	0	0.0344973
UCB	109509	0	0.0148986
UCB	109509	0	0.0174353
UCB	109509	0	0.0148986
UCB	109509	0	0.0148986
UCB	109509	0	0.0344973
UCB	109509	0	0.0344973
UCB	109509	0	0.0148986
UCB	109509	0	0.0344973
UCB	109520	0	0.0329977
UCB	109501	0	0.0569228
UCB	109498	0	0.0555823
UCB	109508	0	0.0165401
UCB	109513	0	0.00236036
UCB	109495	0	0.0288989
UCB	109506	0	0.017657
UCB	109509	0	0.0148986
UCB	109473	0	0.0360353
UCB	109511	0	0.00324998
UCB	109514	0	0.0284807
UCB	109503	0	0
UCB	109510	0	0.0350307
UCB	109492	0	0.0635443
UCB	109494	0	0.0280363
UCB	109512	0	0.0417992
UCB	109508	0	0.0165401
UCB	109519	0	0.0721313
UCB	109515	0	0.0761093
UCB	109513	0	0.00236036
UCB	109520	0	0.0162313
UCB	109502	0	0.0389584
UCB	109453	1	0.0486601
UCB	109453	0	0.00666611
UCB	109453	0	0.0100525
UCB	109453	0	0.0100525
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109453	0	0.0380794
UCB	109453	0	0.00666611
UCB	109453	0	0.00666611
UCB	109453	0	0.0486601
UCB	109453	0	0.0486601
UCB	109498	0	0.0555823
UCB	109501	0	0.0569228
UCB	109506	0	0.0430702
UCB	109495	0	0.0672162
UCB	109514	0	0.00981706
UCB	109511	0	0.0176941
UCB	109509	0	0.0174353
UCB	109510	0	0.0243702
UCB	109473	0	0.0360353
UCB	109503	0	0
UCB	109508	0	0.00259729
UCB	109494	0	0.000777971
UCB	109513	0	0.00455959
UCB	109512	0	0.0160612
UCB	109492	0	0.0809678
UCB	109520	0	0.0162313
UCB	109502	1	0.0360025
UCB	109502	0	0.0389584
UCB	109502	1	0.0392914
UCB	109502	0	0.0389584
UCB	109502	1	0.0392914
UCB	109502	0	0.00753377
UCB	109502	1	0.0392914
UCB	109502	0	0.0360025
UCB	109502	0	0.00258942
UCB	109502	0	0.0392914
UCB	109502	0	0.00753377
UCB	109502	1	0.0392914
UCB	109502	0	0.0389584
UCB	109502	0	0.0392914
UCB	109502	0	0.0360025
UCB	109502	0	0.00258942
UCB	109502	0	0.0389584
UCB	109502	0	0.0360025
UCB	109502	0	0.0392914
UCB	109502	0	0.00753377
UCB	109502	0	0.0392914
UCB	109502	0	0.0389584
UCB	109502	0	0.0392914
UCB	109502	0	0.0392914
UCB	109502	0	0.0392914
UCB	109502	0	0.00258942
UCB	109502	0	0.0392914
UCB	109502	0	0.00753377
UCB	109502	0	0.0392914
UCB	109502	0	0.00258942
UCB	109502	0	0.0392914
UCB	109502	0	0.0392914
UCB	109502	0	0.00258942
UCB	109502	0	0.0389584
UCB	109502	0	0.0392914
UCB	109502	0	0.00753377
UCB	109502	0	0.00753377
UCB	109502	0	0.0389584
UCB	109502	0	0.00753377
UCB	109502	1	0.0360025
UCB	109502	0	0.0389584
UCB	109502	0	0.00258942
UCB	109502	0	0.00258942
UCB	109502	0	0.0392914
UCB	109502	0	0.0392914
UCB	109502	0	0.0392914
UCB	109502	0	0.0389584
UCB	109502	0	0.00258942
UCB	109502	0	0.00258942
UCB	109502	0	0.0389584
UCB	109502	0	0.00753377
UCB	109502	0	0.00753377
UCB	109502	0	0.00753377
UCB	109502	0	0.00753377
UCB	109502	0	0.00753377
UCB	109502	0	0.0389584
UCB	109502	0	0.00753377
UCB	109502	0	0.0392914
UCB	109502	0	0.0392914
UCB	109502	0	0.0389584
UCB	109502	0	0.00258942
UCB	109502	0	0.0392914
UCB	109502	0	0.00258942
UCB	109502	0	0.00753377
UCB	109502	0	0.0392914
UCB	109502	0	0.0392914
UCB	109502	0	0.00258942
UCB	109502	0	0.00753377
UCB	109502	0	0.0392914
UCB	109502	0	0.0360025
UCB	109502	0	0.00258942
UCB	109502	0	0.0389584
UCB	109502	0	0.00258942
UCB	109502	0	0.0392914
UCB	109502	0	0.0389584
UCB	109502	0	0.0392914
UCB	109502	0	0.00753377
UCB	109453	0	0.0100525
UCB	109498	0	0.0114467
UCB	109519	0	0.0133459
UCB	109515	0	0.0686491
UCB	109501	0	0.0569228
UCB	109514	0	0.00686383
UCB	109508	0	0.00259729
UCB	109511	0	0.00324998
UCB	109510	0	0
UCB	109509	0	0.0148986
UCB	109506	0	0.0126482
UCB	109495	0	0.0104911
UCB	109513	0	0.00236036
UCB	109503	0	0
UCB	109473	0	0.0172018
UCB	109494	1	0.0280363
UCB	109494	0	0.00779588
UCB	109494	0	0.0280363
UCB	109494	0	0.00779588
UCB	109494	0	0.00779588
UCB	109494	0	0.000777971
UCB	109494	0	0.00779588
UCB	109494	0	0.00779588
UCB	109494	0	0.00779588
UCB	109494	0	0.000777971
UCB	109494	0	0.0201774
UCB	109494	0	0.0280363
UCB	109512	0	0.00707958
UCB	109494	0	0.0201774
UCB	109492	0	0.0809678
UCB	109520	0	0.0394644
UCB	109502	0	0.00753377
UCB	109508	0	0.0159609
UCB	109498	0	0.0237137
UCB	109453	0	0.0177105
UCB	109514	0	0.00981706
UCB	109501	0	0.0254296
UCB	109513	0	0.00236036
UCB	109510	0	0.0243702
UCB	109511	0	0.00324998
UCB	109519	0	0.0133459
UCB	109515	0	0.0761093
UCB	109509	0	0.0344973
UCB	109503	0	0.0128271
UCB	109506	0	0.0448069
UCB	109473	0	0.00573678
UCB	109494	0	0.000777971
UCB	109495	0	0.0527603
UCB	109512	0	0.0160612
UCB	109508	0	0.00259729
UCB	109520	0	0.0582816
UCB	109502	0	0.0389584
UCB	109513	1	0.0253484
UCB	109513	0	0
UCB	109513	0	0.00455959
UCB	109513	0	0
UCB	109513	0	0.00455959
UCB	109513	0	0.0253484
UCB	109513	0	0.052577
UCB	109513	0	0.00236036
UCB	109513	0	0.0253484
UCB	109513	0	0
UCB	109513	0	0.0253484
UCB	109513	0	0.00455959
UCB	109492	0	0.0773944
UCB	109514	0	0.0284807
UCB	109510	0	0.00864214
UCB	109498	0	0.0237137
UCB	109453	0	0.00666611
UCB	109511	0	0.0149766
UCB	109501	0	0.0627377
IndexedUCB	109473	0	0.029192
IndexedUCB	109506	0	0.0157927
IndexedUCB	109514	0	0.0218072
IndexedUCB	109503	0	0.0159716
IndexedUCB	109508	0	0.00843954
IndexedUCB	109506	0	0.0296472
IndexedUCB	109503	0	0.0353478
IndexedUCB	109515	0	0.0761093
IndexedUCB	109492	0	0.0635443
IndexedUCB	109512	0	0.010224
IndexedUCB	109473	0	0.0558866
IndexedUCB	109515	0	0.073355
IndexedUCB	109492	0	0.0500605
IndexedUCB	109514	0	0.0100083
IndexedUCB	109501	0	0.0374198
IndexedUCB	109492	0	0.0773944
IndexedUCB	109513	0	0.00550482
IndexedUCB	109510	0	0.00314446
IndexedUCB	109506	0	0.0448069
IndexedUCB	109484	0	0.0340802
IndexedUCB	109498	0	0.0145912
IndexedUCB	109453	0	0.00981057
IndexedUCB	109484	0	0.012676
IndexedUCB	109473	0	0.00888123
IndexedUCB	109505	0	0.00591986
IndexedUCB	109495	0	0.0136356
IndexedUCB	109502	0	0.0106782
IndexedUCB	109506	0	0.0430702
IndexedUCB	109514	0	0.0284807
IndexedUCB	109501	0	0.0133392
IndexedUCB	109473	0	0.0360353
IndexedUCB	109505	0	0
IndexedUCB	109494	0	0.0127681
IndexedUCB	109508	0	0.0340762
IndexedUCB	109515	0	0.0119893
IndexedUCB	109510	0	0.0350307
IndexedUCB	109501	1	0.0394259
IndexedUCB	109509	0	0.018043
IndexedUCB	109492	0	0.0163643
IndexedUCB	109509	0	0.0603849
IndexedUCB	109495	0	0.0408891
IndexedUCB	109512	0	0.0417992
IndexedUCB	109508	0	0.0165401
IndexedUCB	109501	0	0.0627377
IndexedUCB	109511	0	0.0181211
IndexedUCB	109494	0	0.0109403
IndexedUCB	109495	1	0.0672162
IndexedUCB	109453	0	0.0486601
IndexedUCB	109453	0	0.0380794
IndexedUCB	109473	0	0.00888123
IndexedUCB	109514	0	0.018903
IndexedUCB	109513	0	0
IndexedUCB	109503	0	0.0159716
IndexedUCB	109511	0	0.0471463
IndexedUCB	109508	0	0.00843954
IndexedUCB	109510	0	0.0444721
IndexedUCB	109506	0	0.0157927
IndexedUCB	109513	0	0.052577
IndexedUCB	109510	0	0.0206323
IndexedUCB	109514	0	0.0100083
IndexedUCB	109453	0	0.0177105
IndexedUCB	109502	0	0.0392914
IndexedUCB	109503	0	0.0119902
IndexedUCB	109513	0	0.00550482
IndexedUCB	109512	0	0.0387683
IndexedUCB	109453	0	0.00981057
IndexedUCB	109505	0	0
IndexedUCB	109511	0	0.0181211
IndexedUCB	109498	0	0.0483074
IndexedUCB	109510	0	0.0243702
IndexedUCB	109511	0	0.0176941
IndexedUCB	109515	0	0.0119893
IndexedUCB	109508	0	0.0145875
IndexedUCB	109505	0	0.0425735
IndexedUCB	109512	0	0.0280513
IndexedUCB	109510	0	0.00314446
IndexedUCB	109506	0	0.0428681
IndexedUCB	109492	0	0.0163643
IndexedUCB	109512	0	0.010224
IndexedUCB	109498	0	0.0357038
IndexedUCB	109484	0	0.012676
IndexedUCB	109494	0	0.0280363
IndexedUCB	109498	0	0.0145912
IndexedUCB	109503	0	0
IndexedUCB	109501	0	0.0569228
IndexedUCB	109495	0	0.0512491
IndexedUCB	109511	0	0.0132455
IndexedUCB	109503	0	0
IndexedUCB	109484	0	0.0131493
IndexedUCB	109495	0	0.0527603
IndexedUCB	109513	0	0.0253484
IndexedUCB	109501	0	0.0133392
IndexedUCB	109492	0	0.0809678
IndexedUCB	109511	0	0.0152402
IndexedUCB	109505	0	0
IndexedUCB	109494	0	0.0416231
IndexedUCB	109515	0	0.0505186
IndexedUCB	109495	0	0.0136356
IndexedUCB	109502	0	0.0106782
IndexedUCB	109494	0	0.0109403
IndexedUCB	109514	0	0.0402287
IndexedUCB	109484	0	0.0347927
IndexedUCB	109509	0	0.018043
IndexedUCB	109505	0	0
IndexedUCB	109513	0	0.0165498
IndexedUCB	109502	0	0.0360025
IndexedUCB	109508	0	0.0159609
IndexedUCB	109502	0	0.0106782
IndexedUCB	109492	0	0.0163643
IndexedUCB	109502	0	0.0145796
IndexedUCB	109498	0	0.0555823
IndexedUCB	109512	1	0.0458757
IndexedUCB	109473	0	0.0513396
IndexedUCB	109509	0	0.0344973
IndexedUCB	109501	0	0.0394259
IndexedUCB	109515	0	0.0686491
IndexedUCB	109510	0	0.00314446
IndexedUCB	109495	0	0.0136356
IndexedUCB	109515	0	0.0119893
IndexedUCB	109502	0	0.0389584
IndexedUCB	109501	0	0.0133392
IndexedUCB	109494	0	0.0109403
IndexedUCB	109514	0	0.0100083
IndexedUCB	109503	0	0.0159716
IndexedUCB	109453	0	0.0220427
IndexedUCB	109511	0	0.0181211
IndexedUCB	109453	0	0.00981057
IndexedUCB	109498	0	0.0145912
IndexedUCB	109512	0	0.010224
IndexedUCB	109502	0	0.0389584
IndexedUCB	109513	0	0.00550482
IndexedUCB	109509	0	0.0277853
IndexedUCB	109473	0	0.00888123
IndexedUCB	109501	0	0.0394259
IndexedUCB	109508	0	0.0145875
IndexedUCB	109509	0	0.018043
IndexedUCB	109453	0	0.0220427
IndexedUCB	109498	0	0.053894
IndexedUCB	109508	0	0.00843954
IndexedUCB	109505	0	0
IndexedUCB	109484	0	0.012676
IndexedUCB	109506	0	0.0157927
IndexedUCB	109503	0	0.0159716
IndexedUCB	109505	0	0.0297774
IndexedUCB	109453	0	0.0380794
IndexedUCB	109512	1	0.010224
IndexedUCB	109512	0	0.010224
IndexedUCB	109512	0	0.010224
IndexedUCB	109514	0	0.0100083
IndexedUCB	109511	0	0.0181211
IndexedUCB	109502	1	0.0106782
IndexedUCB	109502	0	0.0106782
IndexedUCB	109453	0	0.0177105
IndexedUCB	109484	0	0.0340802
IndexedUCB	109502	0	0.0106782
IndexedUCB	109492	0	0.0500605
IndexedUCB	109492	0	0.0163643
IndexedUCB	109513	0	0.00550482
IndexedUCB	109501	0	0.0569228
IndexedUCB	109503	0	0.0119902
IndexedUCB	109494	0	0.0201774
IndexedUCB	109484	0	0.012676
IndexedUCB	109511	1	0.0132455
IndexedUCB	109510	0	0.00314446
IndexedUCB	109511	0	0.0132455
IndexedUCB	109494	0	0.0416231
IndexedUCB	109473	0	0.00888123
IndexedUCB	109505	0	0
IndexedUCB	109512	0	0.0280513
IndexedUCB	109506	0	0.0157927
IndexedUCB	109505	0	0.0425735
IndexedUCB	109498	0	0.0145912
IndexedUCB	109509	0	0.0277853
IndexedUCB	109509	0	0.018043
IndexedUCB	109484	0	0.0535884
IndexedUCB	109509	0	0.0174353
IndexedUCB	109495	0	0.0136356
IndexedUCB	109515	0	0.0505186
IndexedUCB	109498	0	0.0357038
IndexedUCB	109508	0	0.00843954
IndexedUCB	109512	0	0.0458757
IndexedUCB	109473	0	0.029192
IndexedUCB	109495	0	0.0672162
IndexedUCB	109515	0	0.0686491
IndexedUCB	109453	0	0.00981057
IndexedUCB	109514	0	0.0284807
IndexedUCB	109501	0	0.0133392
IndexedUCB	109515	0	0.0119893
IndexedUCB	109494	0	0.0109403
IndexedUCB	109503	0	0.0353478
IndexedUCB	109510	0	0.0243702
IndexedUCB	109510	0	0.0206323
IndexedUCB	109502	0	0.0106782
IndexedUCB	109512	0	0.010224
IndexedUCB	109514	0	0.0218072
IndexedUCB	109498	0	0.0555823
IndexedUCB	109512	0	0.0458757
IndexedUCB	109515	0	0.0119893
IndexedUCB	109508	0	0.00843954
IndexedUCB	109506	0	0.0157927
IndexedUCB	109492	0	0.0635443
IndexedUCB	109484	0	0.012676
IndexedUCB	109506	0	0.0448069
IndexedUCB	109473	0	0.0513396
IndexedUCB	109495	0	0.0672162
IndexedUCB	109513	0	0.0165498
IndexedUCB	109502	0	0.0145796
IndexedUCB	109492	0	0.0163643
IndexedUCB	109503	0	0.0159716
IndexedUCB	109501	0	0.0374198
IndexedUCB	109511	0	0.0152402
IndexedUCB	109505	0	0.00591986
IndexedUCB	109495	0	0.0136356
IndexedUCB	109484	0	0.0347927
IndexedUCB	109513	0	0
IndexedUCB	109506	0	0.0296472
IndexedUCB	109509	0	0.018043
IndexedUCB	109514	0	0.0100083
IndexedUCB	109492	0	0.0773944
IndexedUCB	109511	0	0.0471463
IndexedUCB	109508	0	0.0159609
IndexedUCB	109453	0	0.00981057
IndexedUCB	109505	0	0
IndexedUCB	109494	0	0.0109403
IndexedUCB	109495	0	0.0527603
IndexedUCB	109495	1	0.0408891
IndexedUCB	109515	0	0.073355
IndexedUCB	109510	0	0.00314446
IndexedUCB	109495	0	0.0408891
IndexedUCB	109494	0	0.0127681
IndexedUCB	109501	0	0.0133392
IndexedUCB	109513	0	0.00550482
IndexedUCB	109473	0	0.00888123
IndexedUCB	109498	0	0.0145912
IndexedUCB	109511	0	0.0181211
IndexedUCB	109509	0	0.0603849
IndexedUCB	109512	0	0.010224
IndexedUCB	109484	0	0.0131493
IndexedUCB	109502	0	0.0106782
IndexedUCB	109498	0	0.0483074
IndexedUCB	109495	0	0.0408891
IndexedUCB	109510	0	0.0350307
IndexedUCB	109484	0	0.0535884
IndexedUCB	109506	1	0.0296472
IndexedUCB	109505	0	0
